,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%, ,eFG%,TOV%,ORB%,FT/FGA, .1,eFG%.1,TOV%.1,DRB%,FT/FGA.1, .2,Arena,Attend.,Attend./G,Year
0,Utah Jazz*,29.6,60.0,22.0,61,21,7.99,-0.23,7.76,114.3,105.7,8.6,92.6,0.392,0.126,0.587,,0.535,14.8,29.1,0.306,,0.496,15.5,72.5,0.292,,Delta Center,"811,159","19,784",1995
1,Seattle SuperSonics*,28.7,57.0,25.0,61,21,8.18,-0.27,7.91,114.8,106.3,8.5,95.5,0.38,0.194,0.575,,0.527,14.1,32.6,0.288,,0.492,16.1,68.7,0.278,,Tacoma Dome,"633,604","15,454",1995
2,Orlando Magic*,26.6,57.0,25.0,59,23,7.06,-0.62,6.44,115.1,107.8,7.3,95.1,0.357,0.205,0.569,,0.539,14.0,34.0,0.239,,0.49,13.3,68.4,0.22,,Orlando Arena,"656,410","16,010",1995
3,San Antonio Spurs*,29.0,62.0,20.0,57,25,5.96,-0.06,5.9,111.7,105.4,6.3,94.6,0.372,0.173,0.562,,0.516,13.8,30.9,0.275,,0.485,13.0,72.3,0.214,,Alamodome,"920,413","22,449",1995
4,Chicago Bulls*,28.1,47.0,35.0,54,28,4.83,-0.51,4.32,109.5,104.3,5.2,92.0,0.308,0.177,0.546,,0.509,14.5,32.9,0.224,,0.488,16.7,68.2,0.263,,United Center,"926,218","22,591",1995
5,Phoenix Suns*,29.2,59.0,23.0,51,31,3.88,-0.02,3.86,114.5,110.4,4.1,95.9,0.338,0.227,0.567,,0.524,12.7,29.7,0.255,,0.515,14.0,69.8,0.228,,America West Arena,"779,943","19,023",1995
6,Portland Trail Blazers*,29.3,44.0,38.0,52,30,3.82,-0.02,3.8,109.7,105.7,4.0,93.8,0.313,0.177,0.521,,0.483,13.0,37.1,0.218,,0.491,14.8,73.5,0.277,,Memorial Coliseum,"529,759","12,888",1995
7,Indiana Pacers*,28.7,52.0,30.0,52,30,3.7,-0.34,3.35,109.6,105.6,4.0,90.0,0.383,0.158,0.557,,0.507,15.5,32.8,0.287,,0.493,15.8,68.6,0.237,,Market Square Arena,"654,428","15,962",1995
8,Charlotte Hornets*,28.0,50.0,32.0,50,32,3.28,-0.41,2.87,109.6,106.1,3.5,91.2,0.317,0.219,0.562,,0.517,14.3,26.0,0.247,,0.485,13.8,68.5,0.202,,Charlotte Coliseum,"971,618","23,698",1995
9,New York Knicks*,29.4,55.0,27.0,50,32,3.11,-0.33,2.78,107.2,103.8,3.4,91.2,0.331,0.226,0.55,,0.508,15.1,28.6,0.243,,0.468,14.4,70.8,0.281,,Madison Square Garden (IV),"810,283","19,763",1995
10,Houston Rockets*,28.5,47.0,35.0,47,35,2.12,0.2,2.32,109.7,107.4,2.3,94.2,0.31,0.267,0.568,,0.529,15.0,26.9,0.232,,0.489,13.9,67.7,0.199,,The Summit,"653,389","15,936",1995
11,Atlanta Hawks*,28.2,42.0,40.0,45,37,1.28,-0.22,1.06,106.6,105.2,1.4,89.8,0.292,0.237,0.525,,0.487,13.9,31.6,0.211,,0.495,15.6,68.4,0.215,,Omni Coliseum,"504,807","12,312",1995
12,Denver Nuggets*,26.6,41.0,41.0,43,39,0.84,0.11,0.96,109.1,108.2,0.9,91.5,0.357,0.18,0.556,,0.511,15.6,32.0,0.263,,0.487,13.2,70.2,0.257,,McNichols Sports Arena,"704,011","17,171",1995
13,Cleveland Cavaliers*,28.3,43.0,39.0,43,39,0.62,-0.07,0.55,105.3,104.6,0.7,84.8,0.317,0.165,0.52,,0.472,14.2,31.8,0.241,,0.493,15.0,72.4,0.224,,Gund Arena,"833,850","20,338",1995
14,Los Angeles Lakers*,25.9,48.0,34.0,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,0.292,0.21,0.539,,0.5,13.4,31.3,0.215,,0.5,14.8,64.4,0.224,,Great Western Forum,"591,125","14,418",1995
15,Sacramento Kings,26.4,39.0,43.0,38,44,-1.0,0.26,-0.74,105.5,106.5,-1.0,92.3,0.359,0.16,0.538,,0.496,16.2,32.1,0.255,,0.481,15.0,67.0,0.28,,ARCO Arena (II),"709,997","17,317",1995
16,Miami Heat,27.1,32.0,50.0,36,46,-1.63,-0.21,-1.85,108.2,109.9,-1.7,92.9,0.317,0.175,0.54,,0.499,14.4,31.7,0.233,,0.51,14.9,68.7,0.264,,Miami Arena,"598,761","14,604",1995
17,Boston Celtics*,27.2,35.0,47.0,36,46,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,0.331,0.144,0.537,,0.491,14.3,33.1,0.249,,0.512,13.6,68.6,0.235,,Boston Garden,"606,070","14,869",1995
18,Dallas Mavericks,24.3,36.0,46.0,33,49,-2.9,0.51,-2.39,107.6,110.6,-3.0,94.7,0.301,0.163,0.509,,0.466,13.9,38.9,0.221,,0.519,13.7,69.8,0.208,,Reunion Arena,"678,433","16,547",1995
19,New Jersey Nets,27.5,30.0,52.0,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,0.342,0.192,0.519,,0.467,14.4,33.3,0.26,,0.493,12.4,70.9,0.217,,Brendan Byrne Arena,"684,102","16,685",1995
20,Milwaukee Bucks,25.7,34.0,48.0,29,53,-4.37,0.07,-4.3,106.2,110.9,-4.7,92.7,0.343,0.205,0.537,,0.496,15.5,31.3,0.244,,0.53,15.3,68.3,0.23,,Bradley Center,"670,720","16,359",1995
21,Golden State Warriors,26.0,26.0,56.0,27,55,-5.41,0.51,-4.9,106.7,112.2,-5.5,97.9,0.348,0.233,0.547,,0.508,15.9,30.3,0.245,,0.522,13.9,66.5,0.216,,Oakland-Alameda County Coliseum Arena,"616,025","15,025",1995
22,Philadelphia 76ers,25.1,24.0,58.0,27,55,-5.07,0.01,-5.06,104.1,109.7,-5.6,91.0,0.323,0.142,0.521,,0.475,15.3,32.3,0.238,,0.5,14.6,66.1,0.235,,CoreStates Spectrum,"507,806","12,386",1995
23,Washington Bullets,24.5,21.0,61.0,26,56,-5.6,0.04,-5.56,105.4,111.3,-5.9,94.5,0.292,0.183,0.529,,0.492,14.3,29.3,0.211,,0.512,14.9,66.7,0.262,,USAir Arena,"689,463","17,255",1995
24,Detroit Pistons,26.9,28.0,54.0,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,0.293,0.21,0.538,,0.499,15.0,28.3,0.217,,0.51,14.2,65.8,0.299,,The Palace of Auburn Hills,"719,090","17,539",1995
25,Los Angeles Clippers,24.9,17.0,65.0,18,64,-9.16,0.73,-8.43,101.5,111.1,-9.6,94.3,0.302,0.153,0.508,,0.468,14.6,29.6,0.214,,0.526,16.6,65.7,0.29,,Los Angeles Memorial Sports Arena,"438,244","9,333",1995
26,Minnesota Timberwolves,25.4,21.0,61.0,18,64,-9.0,0.78,-8.22,102.6,112.4,-9.8,91.4,0.379,0.163,0.532,,0.475,16.2,27.7,0.293,,0.51,14.8,64.1,0.28,,Target Center,"603,518","14,720",1995
27,League Average,27.2,,,41,41,0.0,0.01,0.01,108.3,108.3,,92.9,0.332,0.188,0.543,,0.5,14.6,31.4,0.245,,0.5,14.6,68.6,0.245,,,"685,305","16,736",1995
28,Chicago Bulls*,29.9,72.0,10.0,70,12,12.24,-0.44,11.8,115.2,101.8,13.4,91.1,0.291,0.196,0.555,,0.517,13.1,36.9,0.217,,0.482,16.1,71.1,0.222,,United Center,"969,149","23,638",1996
29,Seattle SuperSonics*,29.6,64.0,18.0,61,21,7.79,-0.4,7.4,110.3,102.1,8.2,93.8,0.379,0.249,0.574,,0.526,16.2,29.7,0.288,,0.479,16.7,69.5,0.252,,KeyArena at Seattle Center,"697,301","17,007",1996
30,Utah Jazz*,29.5,55.0,27.0,59,23,6.59,-0.34,6.25,113.3,106.1,7.2,90.0,0.359,0.158,0.566,,0.517,14.1,31.6,0.276,,0.489,15.1,71.7,0.295,,Delta Center,"813,073","19,831",1996
31,San Antonio Spurs*,29.4,59.0,23.0,58,24,6.3,-0.33,5.98,110.2,103.5,6.7,93.3,0.342,0.2,0.558,,0.516,13.6,27.5,0.252,,0.472,13.9,70.0,0.216,,Alamodome,"782,701","19,791",1996
32,Orlando Magic*,27.7,60.0,22.0,56,26,5.56,-0.16,5.4,112.9,106.9,6.0,91.8,0.336,0.248,0.562,,0.529,13.2,29.0,0.232,,0.491,14.0,68.8,0.223,,Orlando Arena,"707,168","17,248",1996
33,Los Angeles Lakers*,27.1,53.0,29.0,53,29,4.45,-0.24,4.21,111.4,106.6,4.8,92.4,0.306,0.203,0.555,,0.515,13.3,30.1,0.228,,0.491,14.9,66.8,0.205,,Great Western Forum,"649,634","15,845",1996
34,Indiana Pacers*,29.4,52.0,30.0,50,32,3.24,-0.14,3.11,110.8,107.2,3.6,89.3,0.389,0.157,0.56,,0.509,15.5,33.0,0.294,,0.491,14.7,69.3,0.271,,Market Square Arena,"673,967","16,438",1996
35,Cleveland Cavaliers*,27.5,47.0,35.0,49,33,2.59,-0.09,2.49,109.9,106.7,3.2,82.3,0.296,0.264,0.551,,0.51,13.7,28.6,0.226,,0.506,16.3,70.2,0.242,,Gund Arena,"730,095","17,807",1996
36,Detroit Pistons*,26.8,46.0,36.0,49,33,2.5,-0.05,2.45,107.9,105.1,2.8,87.7,0.36,0.221,0.551,,0.504,14.6,28.0,0.271,,0.483,13.7,71.7,0.229,,The Palace of Auburn Hills,"730,573","17,819",1996
37,Portland Trail Blazers*,28.1,44.0,38.0,48,34,2.35,-0.14,2.21,106.0,103.5,2.5,92.6,0.347,0.203,0.528,,0.494,15.2,33.4,0.23,,0.478,13.5,73.4,0.236,,Rose Garden Arena,"848,055","20,684",1996
38,New York Knicks*,30.4,47.0,35.0,48,34,2.32,-0.08,2.24,106.0,103.5,2.5,91.0,0.306,0.201,0.55,,0.509,14.9,25.5,0.232,,0.476,14.8,71.1,0.251,,Madison Square Garden (IV),"810,283","19,763",1996
39,Houston Rockets*,29.0,48.0,34.0,46,36,1.74,-0.12,1.63,109.3,107.4,1.9,93.2,0.317,0.265,0.555,,0.512,14.1,26.9,0.243,,0.495,13.6,68.6,0.206,,The Summit,"667,840","16,293",1996
40,Miami Heat*,27.4,42.0,40.0,45,37,1.43,0.03,1.46,105.3,103.8,1.5,91.1,0.345,0.23,0.541,,0.501,16.0,30.1,0.245,,0.469,14.8,71.8,0.298,,Miami Arena,"606,088","14,783",1996
41,Atlanta Hawks*,28.1,46.0,36.0,45,37,1.22,0.07,1.29,109.4,108.0,1.4,89.6,0.302,0.239,0.534,,0.49,14.0,34.0,0.229,,0.512,16.3,67.1,0.217,,Omni Coliseum,"496,668","12,114",1996
42,Washington Bullets,24.8,39.0,43.0,44,38,1.06,-0.07,0.99,108.7,107.6,1.1,93.7,0.314,0.183,0.558,,0.521,15.0,28.2,0.228,,0.489,15.0,67.8,0.274,,USAir Arena,"669,598","17,237",1996
43,Phoenix Suns*,27.9,41.0,41.0,42,40,0.33,-0.05,0.28,110.3,110.0,0.3,93.2,0.37,0.147,0.551,,0.498,13.5,29.8,0.286,,0.511,13.3,71.4,0.225,,America West Arena,"779,943","19,023",1996
44,Charlotte Hornets,27.8,41.0,41.0,39,43,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,0.32,0.23,0.558,,0.514,14.1,29.5,0.246,,0.529,13.9,70.3,0.217,,Charlotte Coliseum,"985,722","24,042",1996
45,Golden State Warriors,27.0,36.0,46.0,37,45,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,0.349,0.179,0.539,,0.489,14.8,33.9,0.265,,0.51,15.2,67.2,0.232,,Oakland-Alameda County Coliseum Arena,"616,025","15,025",1996
46,Denver Nuggets,26.8,35.0,47.0,33,49,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,0.326,0.172,0.526,,0.481,14.2,30.7,0.242,,0.492,12.8,72.7,0.237,,McNichols Sports Arena,"675,425","16,474",1996
47,Sacramento Kings*,26.6,39.0,43.0,33,49,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,0.371,0.184,0.54,,0.493,16.0,32.5,0.271,,0.498,15.1,69.0,0.302,,ARCO Arena (II),"709,999","17,317",1996
48,Boston Celtics,26.3,33.0,49.0,32,50,-3.4,0.03,-3.37,106.4,109.9,-3.5,96.2,0.329,0.209,0.534,,0.494,14.1,28.8,0.235,,0.511,14.3,70.0,0.258,,FleetCenter,"730,842","17,825",1996
49,Los Angeles Clippers,25.2,29.0,53.0,31,51,-3.6,0.13,-3.46,106.5,110.3,-3.8,93.2,0.3,0.208,0.544,,0.511,15.3,29.3,0.21,,0.512,15.2,67.9,0.282,,Los Angeles Memorial Sports Arena,"405,495","9,074",1996
50,New Jersey Nets,27.4,30.0,52.0,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,0.332,0.111,0.497,,0.445,15.1,36.4,0.248,,0.495,14.5,70.9,0.223,,Brendan Byrne Arena,"638,144","15,564",1996
51,Dallas Mavericks,25.1,26.0,56.0,28,54,-4.9,0.19,-4.71,106.1,111.2,-5.1,95.4,0.266,0.274,0.507,,0.47,13.3,34.1,0.192,,0.526,14.7,68.6,0.222,,Reunion Arena,"684,138","16,686",1996
52,Minnesota Timberwolves,26.4,26.0,56.0,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,0.357,0.132,0.535,,0.48,16.0,29.8,0.277,,0.509,15.0,68.7,0.267,,Target Center,"585,669","14,285",1996
53,Milwaukee Bucks,27.5,25.0,57.0,26,56,-5.3,0.38,-4.92,105.6,111.5,-5.9,90.2,0.295,0.163,0.534,,0.495,15.0,29.7,0.218,,0.52,14.1,68.4,0.248,,Bradley Center,"647,088","15,783",1996
54,Toronto Raptors,26.1,21.0,61.0,21,61,-7.51,0.31,-7.2,103.8,111.8,-8.0,93.2,0.296,0.177,0.536,,0.499,17.2,32.0,0.214,,0.514,14.7,66.8,0.272,,SkyDome,"950,330","23,483",1996
55,Philadelphia 76ers,26.1,18.0,64.0,16,66,-10.0,0.55,-9.45,102.2,113.0,-10.8,92.2,0.353,0.224,0.522,,0.474,16.0,29.4,0.259,,0.522,14.4,65.0,0.217,,CoreStates Spectrum,"476,016","11,935",1996
56,Vancouver Grizzlies,27.2,15.0,67.0,15,67,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,0.308,0.174,0.5,,0.456,15.5,27.3,0.223,,0.51,16.1,66.3,0.241,,General Motors Place,"654,013","17,183",1996
57,League Average,27.6,,,41,41,0.0,0.0,0.0,107.6,107.6,,91.8,0.329,0.2,0.542,,0.499,14.7,30.6,0.243,,0.499,14.7,69.4,0.243,,,"703,139","17,286",1996
58,Chicago Bulls*,30.7,69.0,13.0,68,14,10.8,-0.11,10.7,114.4,102.4,12.0,90.0,0.267,0.203,0.547,,0.511,12.5,35.9,0.199,,0.471,14.8,69.3,0.196,,United Center,"978,457","23,865",1997
59,Utah Jazz*,29.6,64.0,18.0,64,18,8.79,-0.82,7.97,113.6,104.0,9.6,90.0,0.389,0.145,0.581,,0.53,14.7,29.7,0.299,,0.48,15.5,71.6,0.29,,Delta Center,"811,439","19,791",1997
60,Seattle SuperSonics*,30.0,57.0,25.0,62,20,7.68,-0.77,6.91,111.2,102.7,8.5,90.3,0.358,0.247,0.557,,0.51,14.2,30.9,0.269,,0.49,17.7,69.1,0.242,,KeyArena at Seattle Center,"699,952","17,072",1997
61,Atlanta Hawks*,28.8,56.0,26.0,57,25,5.44,0.08,5.52,108.5,102.3,6.2,86.8,0.31,0.291,0.542,,0.498,14.6,31.5,0.236,,0.472,15.0,69.2,0.191,,Omni Coliseum,"549,414","14,288",1997
62,Miami Heat*,27.2,61.0,21.0,57,25,5.49,0.07,5.56,106.8,100.6,6.2,88.2,0.324,0.299,0.546,,0.507,15.5,29.2,0.233,,0.465,15.6,70.6,0.248,,Miami Arena,"615,160","15,004",1997
63,Detroit Pistons*,28.2,54.0,28.0,57,25,5.24,0.2,5.45,110.6,104.4,6.2,84.5,0.327,0.246,0.554,,0.512,13.0,27.5,0.244,,0.487,14.6,70.4,0.197,,The Palace of Auburn Hills,"784,234","20,014",1997
64,Houston Rockets*,30.8,57.0,25.0,54,28,4.48,-0.62,3.85,108.8,104.0,4.8,91.6,0.307,0.284,0.56,,0.52,15.6,28.4,0.232,,0.481,13.3,71.4,0.19,,The Summit,"667,685","16,285",1997
65,Los Angeles Lakers*,26.5,56.0,26.0,53,29,4.27,-0.61,3.66,108.3,103.7,4.6,91.1,0.351,0.226,0.535,,0.496,13.7,31.6,0.243,,0.478,15.1,68.5,0.231,,Great Western Forum,"697,159","17,004",1997
66,Portland Trail Blazers*,26.4,49.0,33.0,53,29,4.17,-0.61,3.56,107.9,103.3,4.6,90.9,0.35,0.217,0.544,,0.503,15.4,32.5,0.249,,0.471,14.3,72.4,0.268,,Rose Garden Arena,"852,798","20,800",1997
67,New York Knicks*,29.7,57.0,25.0,50,32,3.12,0.18,3.31,104.4,101.0,3.4,90.5,0.34,0.208,0.546,,0.501,17.0,30.5,0.255,,0.463,15.4,73.4,0.279,,Madison Square Garden (IV),"790,520","19,763",1997
68,Cleveland Cavaliers,26.7,42.0,40.0,47,35,1.84,0.47,2.32,104.6,102.4,2.2,82.9,0.297,0.215,0.531,,0.493,15.0,29.4,0.215,,0.482,16.8,71.9,0.281,,Gund Arena,"692,684","16,895",1997
69,Charlotte Hornets*,29.1,54.0,28.0,46,36,1.87,0.26,2.13,110.9,108.9,2.0,88.6,0.313,0.218,0.562,,0.518,14.3,28.7,0.243,,0.496,13.3,68.1,0.204,,Charlotte Coliseum,"985,722","24,042",1997
70,Washington Bullets*,25.9,44.0,38.0,46,36,1.62,0.15,1.77,106.6,104.9,1.7,92.4,0.296,0.15,0.54,,0.505,14.6,30.2,0.21,,0.491,15.3,70.3,0.226,,US Airways Arena,"700,646","17,681",1997
71,Indiana Pacers,27.9,39.0,43.0,44,38,0.98,0.52,1.49,105.8,104.7,1.1,89.0,0.374,0.181,0.537,,0.49,15.5,31.3,0.27,,0.48,15.0,70.4,0.258,,Market Square Arena,"636,735","15,530",1997
72,Phoenix Suns*,28.5,40.0,42.0,43,39,0.66,-0.45,0.21,109.3,108.6,0.7,93.2,0.317,0.213,0.552,,0.508,13.4,27.1,0.241,,0.507,14.4,69.4,0.215,,America West Arena,"779,940","19,023",1997
73,Orlando Magic*,29.4,45.0,37.0,40,42,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,0.304,0.256,0.524,,0.481,14.5,30.9,0.227,,0.495,15.3,67.3,0.211,,Orlando Arena,"711,311","17,199",1997
74,Minnesota Timberwolves*,26.3,40.0,42.0,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,0.339,0.17,0.533,,0.485,14.4,28.8,0.254,,0.486,14.6,68.3,0.252,,Target Center,"697,727","17,018",1997
75,Milwaukee Bucks,27.3,33.0,49.0,35,47,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,0.334,0.146,0.541,,0.496,15.1,29.7,0.248,,0.501,14.1,69.9,0.253,,Bradley Center,"634,999","15,514",1997
76,Los Angeles Clippers*,25.5,36.0,46.0,34,48,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,0.31,0.2,0.524,,0.482,14.7,30.8,0.227,,0.499,15.5,68.1,0.269,,Los Angeles Memorial Sports Arena,"232,895","8,836",1997
77,Toronto Raptors,25.1,30.0,52.0,32,50,-3.12,0.57,-2.56,104.6,108.0,-3.4,90.6,0.303,0.245,0.521,,0.481,15.2,32.5,0.218,,0.504,15.3,68.6,0.258,,SkyDome,"744,550","18,551",1997
78,Sacramento Kings,27.4,34.0,48.0,31,51,-3.38,-0.26,-3.64,105.0,108.7,-3.7,91.0,0.313,0.16,0.526,,0.485,15.0,32.0,0.226,,0.495,14.3,68.5,0.264,,ARCO Arena (II),"709,993","17,317",1997
79,New Jersey Nets,26.8,26.0,56.0,28,54,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,0.286,0.193,0.499,,0.456,13.9,36.4,0.212,,0.503,14.1,69.0,0.244,,Continental Airlines Arena,"670,628","15,800",1997
80,Golden State Warriors,26.7,30.0,52.0,28,54,-4.71,-0.2,-4.9,107.2,112.2,-5.0,91.9,0.332,0.208,0.543,,0.493,15.8,32.3,0.258,,0.518,14.4,67.5,0.234,,San Jose Arena,"621,844","15,167",1997
81,Denver Nuggets,28.6,21.0,61.0,24,58,-6.28,-0.12,-6.4,104.5,111.2,-6.7,92.4,0.298,0.256,0.53,,0.486,15.2,28.8,0.227,,0.501,11.8,69.3,0.206,,McNichols Sports Arena,"340,486","11,254",1997
82,Philadelphia 76ers,25.5,22.0,60.0,24,58,-6.54,0.65,-5.89,104.6,111.4,-6.8,95.3,0.358,0.198,0.518,,0.47,15.3,34.1,0.259,,0.51,13.8,66.5,0.222,,CoreStates Center,"610,974","15,280",1997
83,Dallas Mavericks,27.1,24.0,58.0,23,59,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,0.297,0.204,0.509,,0.469,15.4,30.0,0.213,,0.5,14.9,67.3,0.229,,Reunion Arena,"619,178","15,102",1997
84,Boston Celtics,26.1,15.0,67.0,22,60,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,0.316,0.191,0.52,,0.474,14.5,29.4,0.237,,0.539,15.8,68.5,0.243,,FleetCenter,"664,022","16,196",1997
85,San Antonio Spurs,29.9,20.0,62.0,19,63,-7.88,-0.05,-7.93,103.3,112.3,-9.0,87.3,0.302,0.185,0.512,,0.472,14.7,32.4,0.217,,0.514,14.0,67.0,0.236,,Alamodome,"706,641","17,235",1997
86,Vancouver Grizzlies,25.0,14.0,68.0,15,67,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,0.269,0.197,0.507,,0.471,15.3,29.7,0.191,,0.51,14.4,64.1,0.224,,General Motors Place,"683,442","16,571",1997
87,League Average,27.6,,,41,41,0.0,0.0,0.0,106.7,106.7,,90.1,0.32,0.212,0.536,,0.493,14.8,30.8,0.236,,0.493,14.8,69.2,0.236,,,"685,905","17,073",1997
88,Los Angeles Lakers*,25.8,61.0,21.0,61,21,7.74,-0.87,6.88,111.9,103.7,8.2,93.6,0.42,0.216,0.559,,0.519,14.0,31.6,0.285,,0.467,14.1,68.8,0.245,,Great Western Forum,"676,101","16,878",1998
89,Seattle SuperSonics*,31.1,61.0,21.0,61,21,7.17,-0.84,6.33,111.6,103.6,8.0,89.8,0.327,0.243,0.558,,0.521,13.4,28.7,0.236,,0.478,15.9,66.1,0.223,,KeyArena at Seattle Center,"699,952","17,072",1998
90,Chicago Bulls*,31.7,62.0,20.0,61,21,7.11,0.13,7.24,107.7,99.8,7.9,89.0,0.295,0.141,0.516,,0.473,13.3,35.7,0.219,,0.457,14.7,70.6,0.22,,United Center,"983,444","23,986",1998
91,Utah Jazz*,29.7,62.0,20.0,59,23,6.54,-0.81,5.73,112.7,105.4,7.3,89.2,0.433,0.11,0.569,,0.51,14.8,32.3,0.334,,0.471,13.5,71.0,0.271,,Delta Center,"815,889","19,900",1998
92,Indiana Pacers*,29.7,58.0,24.0,59,23,6.09,0.16,6.25,108.4,101.6,6.8,87.9,0.343,0.165,0.55,,0.502,14.0,27.9,0.262,,0.453,14.4,67.8,0.236,,Market Square Arena,"645,302","15,763",1998
93,Phoenix Suns*,28.2,56.0,26.0,56,26,5.18,-0.75,4.44,107.4,101.8,5.6,91.4,0.29,0.18,0.54,,0.5,14.0,29.7,0.217,,0.471,15.3,70.0,0.227,,America West Arena,"779,943","19,023",1998
94,Miami Heat*,28.1,55.0,27.0,56,26,4.93,0.16,5.09,107.6,102.0,5.6,87.9,0.329,0.244,0.538,,0.494,14.5,31.5,0.243,,0.452,14.2,69.6,0.257,,Miami Arena,"614,861","14,997",1998
95,San Antonio Spurs*,28.7,56.0,26.0,53,29,3.99,-0.69,3.3,103.8,99.4,4.4,88.4,0.35,0.139,0.531,,0.493,15.6,30.6,0.241,,0.437,12.2,72.2,0.218,,Alamodome,"783,455","19,109",1998
96,Atlanta Hawks*,29.4,50.0,32.0,51,31,3.51,0.34,3.85,108.2,104.3,3.9,87.7,0.364,0.16,0.533,,0.481,14.1,33.9,0.275,,0.468,13.0,69.1,0.194,,Georgia Dome,"610,615","20,242",1998
97,Cleveland Cavaliers*,24.6,47.0,35.0,49,33,2.73,0.33,3.06,102.2,99.1,3.1,89.9,0.352,0.129,0.529,,0.478,16.5,30.0,0.266,,0.46,16.8,71.1,0.264,,Gund Arena,"694,629","16,942",1998
98,New York Knicks*,30.2,43.0,39.0,49,33,2.46,0.28,2.74,103.0,100.3,2.7,88.2,0.283,0.178,0.521,,0.476,14.7,29.5,0.218,,0.455,14.7,74.0,0.282,,Madison Square Garden (IV),"810,283","19,763",1998
99,Charlotte Hornets*,29.2,51.0,31.0,47,35,2.0,0.45,2.45,107.5,105.3,2.2,89.4,0.345,0.142,0.542,,0.495,14.6,30.4,0.259,,0.493,14.6,70.8,0.224,,Charlotte Coliseum,"959,634","23,406",1998
100,Detroit Pistons,27.2,37.0,45.0,46,36,1.57,0.37,1.95,105.3,103.5,1.8,88.2,0.359,0.147,0.523,,0.472,14.0,30.9,0.267,,0.474,14.8,70.2,0.243,,The Palace of Auburn Hills,"794,567","19,380",1998
101,New Jersey Nets*,27.8,43.0,39.0,46,36,1.57,0.31,1.88,108.3,106.6,1.7,91.0,0.339,0.135,0.513,,0.463,12.9,36.7,0.253,,0.499,16.7,66.4,0.258,,Continental Airlines Arena,"718,514","17,525",1998
102,Portland Trail Blazers*,26.1,46.0,36.0,45,37,1.4,-0.57,0.83,104.0,102.4,1.6,90.0,0.348,0.164,0.524,,0.476,15.8,33.0,0.256,,0.46,13.4,71.4,0.249,,Rose Garden Arena,"846,559","20,577",1998
103,Washington Wizards,26.7,42.0,40.0,43,39,0.59,0.53,1.11,105.2,104.5,0.7,91.8,0.317,0.139,0.513,,0.476,13.0,31.2,0.219,,0.481,15.1,69.5,0.248,,MCI Center,"801,240","19,665",1998
104,Minnesota Timberwolves*,26.4,45.0,37.0,43,39,0.71,-0.54,0.17,107.8,107.1,0.7,92.6,0.329,0.128,0.529,,0.483,12.7,30.6,0.244,,0.48,13.5,68.5,0.24,,Target Center,"738,590","18,014",1998
105,Houston Rockets*,32.0,41.0,41.0,39,43,-0.76,-0.47,-1.23,107.7,108.6,-0.9,91.0,0.326,0.256,0.544,,0.496,14.8,29.8,0.251,,0.499,13.3,69.3,0.208,,The Summit,"670,117","16,285",1998
106,Orlando Magic,30.8,41.0,41.0,38,44,-1.07,0.54,-0.53,102.6,103.8,-1.2,87.1,0.331,0.141,0.499,,0.452,14.5,34.2,0.24,,0.478,14.8,66.9,0.202,,Orlando Arena,"667,322","17,113",1998
107,Milwaukee Bucks,27.6,36.0,46.0,35,47,-1.91,0.58,-1.33,103.5,105.6,-2.1,90.2,0.339,0.11,0.527,,0.475,15.8,31.4,0.26,,0.485,15.5,69.1,0.282,,Bradley Center,"638,034","15,562",1998
108,Philadelphia 76ers,25.4,31.0,51.0,34,48,-2.39,0.5,-1.89,102.8,105.4,-2.6,90.4,0.367,0.126,0.514,,0.462,15.4,32.5,0.271,,0.481,15.1,67.3,0.256,,CoreStates Center,"655,417","15,986",1998
109,Boston Celtics,23.9,36.0,46.0,33,49,-2.62,0.66,-1.96,102.6,105.4,-2.8,93.3,0.283,0.18,0.504,,0.464,14.6,32.8,0.206,,0.504,19.0,66.8,0.343,,FleetCenter,"739,422","18,132",1998
110,Sacramento Kings,26.6,27.0,55.0,25,57,-5.59,-0.25,-5.83,100.8,106.9,-6.1,92.1,0.314,0.121,0.502,,0.464,14.3,30.2,0.215,,0.482,14.0,66.6,0.23,,ARCO Arena (II),"605,443","14,767",1998
